Row ID;City;State;Product ID;Category;Product Name;Quantity;Sales;Cost;Profit
1013;Olympia;Washington;OFF-ST-10003722;Office Supplies;Project Tote Personal File;1;14,03;9,9613;4,0687
1014;Seattle;Washington;FUR-TA-10003748;Furniture;Bevis 36 x 72 Conference Tables;13;1618,37;1262,3286;356,0414
1015;Seattle;Washington;TEC-AC-10003198;Technology;Enermax Acrylux Wireless Keyboard;1;99,6;62,748;36,852
1016;Los Angeles;California;OFF-PA-10004100;Office Supplies;Xerox 216;5;32,4;16,848;15,552
1017;New York City;New York;FUR-FU-10002191;Furniture;G.E. Halogen Desk Lamp Bulbs;2;13,96;7,2592;6,7008
1018;New York City;New York;FUR-FU-10000965;Furniture;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";3;155,82;91,9338;63,8862
1019;New York City;New York;TEC-PH-10004188;Technology;OtterBox Commuter Series Case - Samsung Galaxy S4;5;124,95;122,451;2,499
1020;New York City;New York;OFF-ST-10001526;Office Supplies;Iceberg Mobile Mega Data/Printer Cart ;5;601,65;445,221;156,429
1021;Washington;District of Columbia;OFF-AR-10001166;Office Supplies;Staples in misc. colors;3;22,74;13,8714;8,8686
1022;Washington;District of Columbia;FUR-CH-10000309;Furniture;Global Comet Stacking Arm Chair;3;1267,53;950,6475;316,8825
1023;Washington;District of Columbia;TEC-MA-10004212;Technology;Cisco SPA525G2 5-Line IP Phone;8;1379,92;731,3576;648,5624
1029;Hackensack;New Jersey;OFF-PA-10000474;Office Supplies;Easy-staple paper;5;177,2;93,916;83,284
1030;Hackensack;New Jersey;TEC-PH-10003885;Technology;Cisco SPA508G;3;197,97;140,5587;57,4113
1031;Hackensack;New Jersey;FUR-CH-10003379;Furniture;Global Commerce Series High-Back Swivel/Tilt Chairs;3;854,94;641,205;213,735
1032;Hackensack;New Jersey;FUR-FU-10000629;Furniture;9-3/4 Diameter Round Wall Clock;9;124,11;71,9838;52,1262
1033;Hackensack;New Jersey;OFF-LA-10001175;Office Supplies;Avery 514;5;14,4;7,344;7,056
1037;Jefferson City;Missouri;FUR-FU-10003975;Furniture;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;2;86,62;77,958;8,662
1041;Saint Peters;Missouri;FUR-TA-10001095;Furniture;Chromcraft Round Conference Tables;4;697,16;550,7564;146,4036
1042;New York City;New York;TEC-AC-10004761;Technology;Maxell 4.7GB DVD+RW 3/Pack;2;31,86;20,709;11,151
1050;San Francisco;California;TEC-AC-10001606;Technology;Logitech Wireless Performance Mouse MX for PC and Mac;1;99,99;61,9938;37,9962
1054;New York City;New York;OFF-AR-10000716;Office Supplies;DIXON Ticonderoga Erasable Checking Pencils;2;11,16;6,8076;4,3524
1055;New York City;New York;FUR-FU-10004622;Furniture;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;2;108,4;85,636;22,764
1071;Los Angeles;California;OFF-AR-10003732;Office Supplies;Newell 333;7;19,46;14,4004;5,0596
1077;Columbus;Indiana;OFF-AR-10000255;Office Supplies;Newell 328;7;40,88;30,2512;10,6288
1078;Seattle;Washington;OFF-AP-10002191;Office Supplies;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;2;119,96;86,3712;33,5888
1079;Seattle;Washington;OFF-ST-10001325;Office Supplies;Sterilite Officeware Hinged File Box;3;31,44;22,9512;8,4888
1081;Detroit;Michigan;OFF-PA-10000349;Office Supplies;Easy-staple paper;4;19,92;10,5576;9,3624
1082;Detroit;Michigan;FUR-CH-10002880;Furniture;Global High-Back Leather Tilter, Burgundy;9;1106,91;985,1499;121,7601
1084;Yonkers;New York;OFF-PA-10003127;Office Supplies;Easy-staple paper;1;26,38;14,2452;12,1348
1085;Yonkers;New York;OFF-ST-10003208;Office Supplies;Adjustable Depth Letter/Legal Cart;2;362,92;257,6732;105,2468
1086;Yonkers;New York;TEC-MA-10003979;Technology;Ativa V4110MDD Micro-Cut Shredder;7;4899,93;2498,9643;2400,9657
1087;Des Moines;Iowa;OFF-PA-10000029;Office Supplies;Xerox 224;1;6,48;3,3696;3,1104
1089;Oakland;California;OFF-LA-10000452;Office Supplies;Avery 488;1;3,15;1,638;1,512
1092;San Diego;California;OFF-AR-10002952;Office Supplies;Stanley Contemporary Battery Pencil Sharpeners;9;120,15;86,508;33,642
1094;Clinton;Maryland;OFF-PA-10000605;Office Supplies;Xerox 1950;5;28,9;14,739;14,161
1095;Clinton;Maryland;OFF-AP-10002518;Office Supplies;Kensington 7 Outlet MasterPiece Power Center;2;355,96;252,7316;103,2284
1099;San Francisco;California;OFF-AR-10001545;Office Supplies;Newell 326;4;7,04;4,9984;2,0416
1100;San Francisco;California;FUR-FU-10000206;Furniture;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;3;8,73;4,6269;4,1031
1101;San Francisco;California;TEC-AC-10001013;Technology;Logitech ClearChat Comfort/USB Headset H390;1;29,29;19,6243;9,6657
1102;San Francisco;California;OFF-AR-10002255;Office Supplies;Newell 346;3;8,64;6,1344;2,5056
1105;Riverside;California;OFF-PA-10001892;Office Supplies;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";3;22,92;11,6892;11,2308
1116;Encinitas;California;TEC-AC-10003610;Technology;Logitech Illuminated - Keyboard;2;119,98;62,3896;57,5904
1117;San Francisco;California;OFF-LA-10003766;Office Supplies;Self-Adhesive Removable Labels;2;6,3;3,276;3,024
1118;Roswell;Georgia;OFF-PA-10001970;Office Supplies;Xerox 1908;5;279,9;142,749;137,151
1119;Roswell;Georgia;TEC-AC-10002049;Technology;Logitech G19 Programmable Gaming Keyboard;5;619,95;508,359;111,591
1120;Roswell;Georgia;OFF-PA-10000141;Office Supplies;"Ampad Evidence Wirebond Steno Books, 6"" x 9""";2;4,36;2,3108;2,0492
1121;Roswell;Georgia;OFF-EN-10004459;Office Supplies;Security-Tint Envelopes;2;15,28;7,7928;7,4872
1122;Jonesboro;Arkansas;TEC-PH-10001061;Technology;Apple iPhone 5C;7;699,93;517,9482;181,9818
1123;Jonesboro;Arkansas;OFF-AR-10002375;Office Supplies;Newell 351;7;22,96;16,3016;6,6584
1124;Jonesboro;Arkansas;FUR-FU-10003194;Furniture;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;4;38,6;27,02;11,58
1125;Jonesboro;Arkansas;OFF-AR-10003811;Office Supplies;Newell 327;3;6,63;4,8399;1,7901
1126;Jonesboro;Arkansas;OFF-EN-10001539;Office Supplies;Staple envelope;3;23,34;12,3702;10,9698
1127;Jonesboro;Arkansas;FUR-CH-10002331;Furniture;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;3;1067,94;843,6726;224,2674
1128;Richmond;Indiana;OFF-AR-10003156;Office Supplies;50 Colored Long Pencils;1;10,16;7,5184;2,6416
1129;Richmond;Indiana;OFF-EN-10001532;Office Supplies;Brown Kraft Recycled Envelopes;6;101,88;50,94;50,94
1130;Springfield;Virginia;FUR-TA-10004086;Furniture;KI Adjustable-Height Table;4;343,92;268,2576;75,6624
1131;Springfield;Virginia;OFF-PA-10000100;Office Supplies;Xerox 1945;1;40,99;20,9049;20,0851
1132;Springfield;Virginia;OFF-EN-10002500;Office Supplies;Globe Weis Peel & Seel First Class Envelopes;5;63,9;35,145;28,755
1133;Antioch;California;OFF-PA-10004100;Office Supplies;Xerox 216;3;19,44;10,1088;9,3312
1137;La Porte;Indiana;OFF-EN-10002831;Office Supplies;Tyvek  Top-Opening Peel & Seel  Envelopes, Gray;8;287,52;158,136;129,384
1138;La Porte;Indiana;OFF-AP-10002350;Office Supplies;Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector;2;37,68;27,1296;10,5504
1139;La Porte;Indiana;OFF-PA-10001763;Office Supplies;Xerox 1896;2;19,98;10,989;8,991
1140;La Porte;Indiana;OFF-AR-10003394;Office Supplies;Newell 332;7;20,58;15,0234;5,5566
1141;La Porte;Indiana;OFF-BI-10002072;Office Supplies;Cardinal Slant-D Ring Binders;2;17,38;8,69;8,69
1142;Los Angeles;California;FUR-FU-10004188;Furniture;Luxo Professional Combination Clamp-On Lamps;2;204,6;151,404;53,196
1143;Los Angeles;California;OFF-FA-10001561;Office Supplies;Stockwell Push Pins;4;8,72;5,8424;2,8776
1144;Los Angeles;California;OFF-PA-10002105;Office Supplies;Xerox 223;1;6,48;3,3696;3,1104
1146;Los Angeles;California;OFF-ST-10004340;Office Supplies;Fellowes Mobile File Cart, Black;1;62,18;45,3914;16,7886
1148;Lansing;Michigan;OFF-FA-10000735;Office Supplies;Staples;2;5,84;3,212;2,628
1149;Lansing;Michigan;OFF-BI-10003350;Office Supplies;Acco Expandable Hanging Binders;2;12,76;6,8904;5,8696
1150;Lansing;Michigan;TEC-PH-10000307;Technology;Shocksock Galaxy S4 Armband;1;10,95;10,512;0,438
1151;Lansing;Michigan;TEC-CO-10004202;Technology;Brother DCP1000 Digital 3 in 1 Multifunction Machine;2;599,98;389,987;209,993
1153;Reno;Nevada;OFF-AR-10003759;Office Supplies;Crayola Anti Dust Chalk, 12/Pack;2;3,64;2,002;1,638
1155;Harrisonburg;Virginia;OFF-ST-10004337;Office Supplies;SAFCO Commercial Wire Shelving, 72h;2;122,48;122,48;0
1156;Harrisonburg;Virginia;FUR-TA-10001932;Furniture;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";7;2244,48;1750,6944;493,7856
1157;Harrisonburg;Virginia;OFF-BI-10003982;Office Supplies;Wilson Jones Century Plastic Molded Ring Binders;3;62,31;33,0243;29,2857
1158;Harrisonburg;Virginia;FUR-TA-10000617;Furniture;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;2;455,1;354,978;100,122
1160;Minneapolis;Minnesota;OFF-AP-10000576;Office Supplies;Belkin 325VA UPS Surge Protector, 6';3;362,94;272,205;90,735
1161;Minneapolis;Minnesota;OFF-BI-10004654;Office Supplies;Avery Binding System Hidden Tab Executive Style Index Sets;2;11,54;5,77;5,77
1162;Escondido;California;OFF-AR-10004042;Office Supplies;BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain;3;53,94;38,2974;15,6426
1163;New York City;New York;TEC-PH-10004700;Technology;PowerGen Dual USB Car Charger;1;9,99;5,3946;4,5954
1166;Jackson;Michigan;OFF-BI-10001294;Office Supplies;Fellowes Binding Cases;4;46,8;25,74;21,06
1167;Seattle;Washington;TEC-AC-10001552;Technology;Logitech K350 2.4Ghz Wireless Keyboard;9;447,93;398,6577;49,2723
1168;New York City;New York;FUR-FU-10004952;Furniture;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx;2;109,48;75,5412;33,9388
1169;New York City;New York;OFF-ST-10004123;Office Supplies;Safco Industrial Wire Shelving System;3;272,94;272,94;0
1170;New York City;New York;OFF-PA-10003172;Office Supplies;Xerox 1996;3;19,44;10,1088;9,3312
1171;New York City;New York;OFF-ST-10002352;Office Supplies;Iris Project Case;4;31,92;23,6208;8,2992
1172;Royal Oak;Michigan;OFF-PA-10002259;Office Supplies;"Geographics Note Cards, Blank, White, 8 1/2"" x 11""";2;22,38;11,6376;10,7424
1176;Concord;New Hampshire;OFF-SU-10000381;Office Supplies;Acme Forged Steel Scissors with Black Enamel Handles;3;27,93;19,8303;8,0997
1177;Los Angeles;California;OFF-LA-10004425;Office Supplies;Staple-on labels;4;11,56;6,1268;5,4332
1178;Rockville;Maryland;FUR-CH-10001270;Furniture;Harbour Creations Steel Folding Chair;2;172,5;120,75;51,75
1179;Rockville;Maryland;TEC-PH-10003931;Technology;JBL Micro Wireless Portable Bluetooth Speaker;3;179,97;134,9775;44,9925
1181;Lakewood;New Jersey;TEC-PH-10004539;Technology;Wireless Extenders zBoost YX545 SOHO Signal Booster;7;1322,93;965,7389;357,1911
1182;Lakewood;New Jersey;OFF-AR-10001919;Office Supplies;OIC #2 Pencils, Medium Soft;2;3,76;2,6696;1,0904
1186;Seattle;Washington;OFF-ST-10002344;Office Supplies;"Carina 42""Hx23 3/4""W Media Storage Unit";6;485,88;476,1624;9,7176
1187;Seattle;Washington;OFF-PA-10001800;Office Supplies;Xerox 220;4;25,92;13,4784;12,4416
1188;Seattle;Washington;OFF-ST-10000036;Office Supplies;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;2;197,58;144,2334;53,3466
1189;Los Angeles;California;OFF-AP-10004532;Office Supplies;Kensington 6 Outlet Guardian Standard Surge Protector;4;81,92;59,8016;22,1184
1192;Los Angeles;California;OFF-PA-10001970;Office Supplies;Xerox 1908;4;223,92;114,1992;109,7208
1193;Los Angeles;California;OFF-PA-10000682;Office Supplies;Xerox 1924;4;23,12;11,7912;11,3288
1207;New York City;New York;OFF-ST-10004634;Office Supplies;Personal Folder Holder, Ebony;1;11,21;7,847;3,363
1209;New York City;New York;OFF-FA-10002988;Office Supplies;Ideal Clamps;7;14,07;7,1757;6,8943
1210;New York City;New York;OFF-AR-10004999;Office Supplies;Newell 315;7;41,86;31,395;10,465
1221;Los Angeles;California;OFF-ST-10000107;Office Supplies;Fellowes Super Stor/Drawer;9;249,75;204,795;44,955
1223;New York City;New York;FUR-FU-10001602;Furniture;"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear";3;113,79;93,3078;20,4822
1224;New York City;New York;TEC-AC-10001432;Technology;Enermax Aurora Lite Keyboard;1;78,15;43,764;34,386
1226;New York City;New York;OFF-PA-10001685;Office Supplies;Easy-staple paper;4;40,56;20,6856;19,8744
1227;New York City;New York;OFF-ST-10001418;Office Supplies;Carina Media Storage Towers in Natural & Black;3;182,94;179,2812;3,6588
1228;New York City;New York;OFF-ST-10000676;Office Supplies;Fellowes Econo/Stor Drawers;2;193,86;182,2284;11,6316
1229;Los Angeles;California;OFF-EN-10001219;Office Supplies;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";2;15,28;7,7928;7,4872
1230;Los Angeles;California;FUR-FU-10001424;Furniture;Dax Clear Box Frame;1;8,73;5,7618;2,9682
1231;Los Angeles;California;OFF-AR-10001022;Office Supplies;SANFORD Liquid Accent Tank-Style Highlighters;2;5,68;3,9192;1,7608
1232;Buffalo;New York;OFF-AR-10000369;Office Supplies;Design Ebony Sketching Pencil;2;2,78;2,0572;0,7228
1233;Buffalo;New York;OFF-EN-10003055;Office Supplies;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;2;79,96;43,978;35,982
1239;Seattle;Washington;FUR-FU-10003691;Furniture;Eldon Image Series Desk Accessories, Ebony;1;12,35;6,916;5,434
1240;Seattle;Washington;OFF-AR-10003903;Office Supplies;Sanford 52201 APSCO Electric Pencil Sharpener;1;40,97;30,3178;10,6522
1241;Seattle;Washington;OFF-FA-10004854;Office Supplies;Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;2;22,96;12,1688;10,7912
1242;New York City;New York;TEC-PH-10003442;Technology;Samsung Replacement EH64AVFWE Premium Headset;4;22;16,5;5,5
1244;New York City;New York;OFF-FA-10000304;Office Supplies;Advantus Push Pins;4;8,72;5,1448;3,5752
1245;Gulfport;Mississippi;OFF-EN-10004955;Office Supplies;Fashion Color Clasp Envelopes;9;48,69;24,8319;23,8581
1249;New York City;New York;OFF-AR-10002280;Office Supplies;Staples in misc. colors;6;38,82;21,351;17,469
1251;New York City;New York;OFF-AP-10000891;Office Supplies;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;13;1704,56;1193,192;511,368
1252;New York City;New York;OFF-AR-10000462;Office Supplies;Sanford Pocket Accent Highlighters;2;3,2;1,824;1,376
1253;Milwaukee;Wisconsin;TEC-PH-10004165;Technology;Mitel MiVoice 5330e IP Phone;4;1099,96;813,9704;285,9896
1264;La Porte;Indiana;TEC-PH-10000215;Technology;Plantronics Cordless Phone Headset with In-line Volume - M214C;2;69,9;51,027;18,873
1265;La Porte;Indiana;FUR-FU-10003724;Furniture;Westinghouse Clip-On Gooseneck Lamps;5;41,85;30,969;10,881
1266;San Francisco;California;OFF-AR-10000422;Office Supplies;Pencil and Crayon Sharpener;3;6,57;4,7961;1,7739
1267;Los Angeles;California;OFF-ST-10003306;Office Supplies;Letter Size Cart;1;142,86;101,4306;41,4294
1270;Florence;Alabama;OFF-PA-10002870;Office Supplies;Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”;2;12,48;6,864;5,616
1279;Macon;Georgia;TEC-AC-10004209;Technology;Memorex Froggy Flash Drive 4 GB;3;32,97;20,1117;12,8583
1280;Macon;Georgia;TEC-AC-10000023;Technology;Maxell 74 Minute CD-R Spindle, 50/Pack;4;83,88;53,6832;30,1968
1281;Cedar Rapids;Iowa;TEC-PH-10003505;Technology;Geemarc AmpliPOWER60;3;278,4;197,664;80,736
1286;Providence;Rhode Island;OFF-ST-10000617;Office Supplies;Woodgrain Magazine Files by Perma;5;14,9;13,857;1,043
1287;New York City;New York;OFF-AR-10004817;Office Supplies;Colorific Watercolor Pencils;3;15,48;10,9908;4,4892
1288;New York City;New York;FUR-FU-10000397;Furniture;Luxo Economy Swing Arm Lamp;2;39,88;28,7136;11,1664
1290;New York City;New York;OFF-AR-10001860;Office Supplies;BIC Liqua Brite Liner;3;20,82;13,3248;7,4952
1292;San Francisco;California;OFF-PA-10003172;Office Supplies;Xerox 1996;5;32,4;16,848;15,552
1293;San Diego;California;OFF-SU-10001218;Office Supplies;Fiskars Softgrip Scissors;3;32,94;23,7168;9,2232
1294;San Diego;California;OFF-PA-10002968;Office Supplies;Xerox 1973;5;114,2;61,668;52,532
1295;San Diego;California;OFF-LA-10000134;Office Supplies;Avery 511;1;3,08;1,6016;1,4784
1299;Saint Paul;Minnesota;TEC-PH-10003555;Technology;Motorola HK250 Universal Bluetooth Headset;5;114,95;112,651;2,299
1300;San Francisco;California;OFF-ST-10001590;Office Supplies;Tenex Personal Project File with Scoop Front Design, Black;2;26,96;19,9504;7,0096
1301;Springfield;Virginia;FUR-FU-10003664;Furniture;Electrix Architect's Clamp-On Swing Arm Lamp, Black;6;572,76;406,6596;166,1004
1302;Springfield;Virginia;FUR-FU-10003664;Furniture;Electrix Architect's Clamp-On Swing Arm Lamp, Black;3;286,38;203,3298;83,0502
1303;Arlington;Virginia;FUR-BO-10003433;Furniture;Sauder Cornerstone Collection Library;2;61,96;57,6228;4,3372
1304;Columbus;Georgia;FUR-FU-10002554;Furniture;Westinghouse Floor Lamp with Metal Mesh Shade, Black;1;23,99;18,4723;5,5177
1305;Columbus;Georgia;TEC-PH-10001557;Technology;Pyle PMP37LED;3;287,97;210,2181;77,7519
1307;Pasadena;California;OFF-PA-10002986;Office Supplies;Xerox 1898;7;46,76;24,3152;22,4448
1309;Pasadena;California;OFF-AP-10003971;Office Supplies;Belkin 6 Outlet Metallic Surge Strip;2;21,78;16,1172;5,6628
1310;Pasadena;California;OFF-ST-10001469;Office Supplies;Fellowes Bankers Box Recycled Super Stor/Drawer;3;161,94;152,2236;9,7164
1312;Lawrence;Massachusetts;OFF-LA-10001404;Office Supplies;Avery 517;1;3,69;1,9557;1,7343
1313;Lawrence;Massachusetts;OFF-LA-10001474;Office Supplies;Avery 477;4;122,12;65,9448;56,1752
1315;Los Angeles;California;OFF-PA-10003072;Office Supplies;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";6;38,88;20,2176;18,6624
1316;Los Angeles;California;FUR-FU-10004960;Furniture;"Seth Thomas 12"" Clock w/ Goldtone Case";8;183,84;121,3344;62,5056
1317;Los Angeles;California;OFF-SU-10003505;Office Supplies;Premier Electric Letter Opener;5;579,3;550,335;28,965
1323;Murray;Kentucky;OFF-AP-10004859;Office Supplies;Acco 6 Outlet Guardian Premium Surge Suppressor;5;72,8;53,144;19,656
1325;Lawrence;Massachusetts;OFF-ST-10001321;Office Supplies;Decoflex Hanging Personal Folder File, Blue;3;46,26;33,7698;12,4902
1328;Norwich;Connecticut;OFF-PA-10004156;Office Supplies;Xerox 188;1;11,34;5,7834;5,5566
1329;San Francisco;California;OFF-AR-10002818;Office Supplies;Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener;4;87,92;61,544;26,376
1330;San Francisco;California;FUR-FU-10003691;Furniture;Eldon Image Series Desk Accessories, Ebony;3;37,05;20,748;16,302
1336;Middletown;Connecticut;OFF-ST-10002574;Office Supplies;SAFCO Commercial Wire Shelving, Black;4;552,56;552,56;0
1337;Los Angeles;California;FUR-FU-10003724;Furniture;Westinghouse Clip-On Gooseneck Lamps;3;25,11;18,5814;6,5286
1338;New York City;New York;FUR-FU-10004018;Furniture;Tensor Computer Mounted Lamp;2;29,78;21,7394;8,0406
1339;New York City;New York;TEC-PH-10002549;Technology;Polycom SoundPoint IP 450 VoIP phone;3;677,58;501,4092;176,1708
1340;New York City;New York;OFF-PA-10004911;Office Supplies;Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk;8;75,04;39,0208;36,0192
1344;Freeport;New York;OFF-AR-10000411;Office Supplies;Boston 16701 Slimline Battery Pencil Sharpener;3;47,82;33,474;14,346
1345;Freeport;New York;OFF-LA-10000262;Office Supplies;Avery 494;5;13,05;7,047;6,003
1346;Lakeville;Minnesota;OFF-AP-10001154;Office Supplies;Bionaire Personal Warm Mist Humidifier/Vaporizer;2;93,78;57,2058;36,5742
1347;Lakeville;Minnesota;OFF-PA-10000466;Office Supplies;Memo Book, 100 Message Capacity, 5 3/8” x 11”;7;47,18;23,59;23,59
1348;Lakeville;Minnesota;OFF-AR-10003829;Office Supplies;Newell 35;6;19,68;13,9728;5,7072
1349;Lakeville;Minnesota;OFF-BI-10001758;Office Supplies;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;10;53,4;28,302;25,098
1350;Lakeville;Minnesota;OFF-BI-10000136;Office Supplies;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;6;35,88;18,6576;17,2224
1352;Arlington;Virginia;OFF-ST-10000649;Office Supplies;Hanging Personal Folder File;2;31,4;23,55;7,85
1354;San Francisco;California;OFF-PA-10002250;Office Supplies;Things To Do Today Pad;3;17,61;9,1572;8,4528
1358;Louisville;Kentucky;OFF-PA-10003641;Office Supplies;Xerox 1909;3;79,14;42,7356;36,4044
1369;Pico Rivera;California;FUR-FU-10001588;Furniture;Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black;5;145,9;83,163;62,737
1372;Clinton;Maryland;TEC-AC-10004510;Technology;Logitech Desktop MK120 Mouse and keyboard Combo;3;49,08;44,172;4,908
1373;Vallejo;California;OFF-LA-10002312;Office Supplies;Avery 490;2;29,6;14,8;14,8
1375;Provo;Utah;FUR-TA-10003008;Furniture;Lesro Round Back Collection Coffee Table, End Table;5;912,75;794,0925;118,6575
1376;Pleasant Grove;Utah;OFF-AP-10003590;Office Supplies;Hoover WindTunnel Plus Canister Vacuum;3;1089,75;784,62;305,13
1377;Pleasant Grove;Utah;OFF-PA-10000806;Office Supplies;Xerox 1934;8;447,84;228,3984;219,4416
1378;Pleasant Grove;Utah;OFF-AR-10000896;Office Supplies;Newell 329;5;16,4;12,136;4,264
1380;Pleasant Grove;Utah;OFF-ST-10002289;Office Supplies;"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black";5;158,9;150,955;7,945
1383;Smyrna;Georgia;OFF-ST-10002344;Office Supplies;"Carina 42""Hx23 3/4""W Media Storage Unit";1;80,98;79,3604;1,6196
1384;Smyrna;Georgia;OFF-PA-10001289;Office Supplies;White Computer Printout Paper by Universal;9;348,84;177,9084;170,9316
1385;Smyrna;Georgia;OFF-FA-10000053;Office Supplies;Revere Boxed Rubber Bands by Revere;5;9,45;9,261;0,189
1386;Smyrna;Georgia;FUR-FU-10004091;Furniture;Eldon 200 Class Desk Accessories, Black;3;18,84;11,6808;7,1592
1387;Smyrna;Georgia;FUR-BO-10004015;Furniture;Bush Andora Bookcase, Maple/Graphite Gray Finish;2;239,98;187,1844;52,7956
1388;Smyrna;Georgia;OFF-EN-10003001;Office Supplies;Ames Color-File Green Diamond Border X-ray Mailers;2;167,96;89,0188;78,9412
1389;Smyrna;Georgia;TEC-PH-10000215;Technology;Plantronics Cordless Phone Headset with In-line Volume - M214C;3;104,85;76,5405;28,3095
1390;Smyrna;Georgia;TEC-PH-10003645;Technology;Aastra 57i VoIP phone;3;484,83;358,7742;126,0558
1391;Smyrna;Georgia;OFF-PA-10000357;Office Supplies;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;3;122,97;62,7147;60,2553
1392;Smyrna;Georgia;OFF-ST-10004804;Office Supplies;"Belkin 19"" Vented Equipment Shelf, Black";3;154,44;152,8956;1,5444
1393;Smyrna;Georgia;OFF-PA-10003892;Office Supplies;Xerox 1943;7;342,37;181,4561;160,9139
1398;New York City;New York;OFF-PA-10004971;Office Supplies;Xerox 196;2;11,56;5,8956;5,6644
1399;New York City;New York;TEC-AC-10002323;Technology;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;4;88,4;76,908;11,492
1400;New York City;New York;OFF-PA-10004888;Office Supplies;Xerox 217;1;6,48;3,3696;3,1104
1401;Salem;Virginia;TEC-PH-10003988;Technology;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;2;21,8;15,696;6,104
1402;Salem;Virginia;OFF-EN-10002230;Office Supplies;Airmail Envelopes;3;251,79;133,4487;118,3413
1408;New York City;New York;OFF-AR-10002240;Office Supplies;Panasonic KP-150 Electric Pencil Sharpener;2;75,48;55,8552;19,6248
1409;New York City;New York;FUR-FU-10001967;Furniture;Telescoping Adjustable Floor Lamp;2;39,98;29,985;9,995
1413;New York City;New York;FUR-FU-10000723;Furniture;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;4;165,28;150,4048;14,8752
1415;Costa Mesa;California;TEC-AC-10000580;Technology;Logitech G13 Programmable Gameboard with LCD Display;3;239,97;213,5733;26,3967
1416;Costa Mesa;California;FUR-FU-10003976;Furniture;DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7;3;37,74;24,9084;12,8316
1428;Salinas;California;OFF-EN-10002600;Office Supplies;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;5;14,75;7,67;7,08
1430;Salinas;California;OFF-LA-10003510;Office Supplies;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;14;427,42;230,8068;196,6132
1432;Florence;Alabama;OFF-BI-10001191;Office Supplies;Canvas Sectional Post Binders;6;152,76;77,9076;74,8524
1433;Florence;Alabama;OFF-SU-10004115;Office Supplies;Acme Stainless Steel Office Snips;1;7,27;5,3071;1,9629
1434;Florence;Alabama;FUR-CH-10000513;Furniture;High-Back Leather Manager's Chair;14;1819,86;1656,0726;163,7874
1435;Seattle;Washington;OFF-PA-10003673;Office Supplies;Strathmore Photo Mount Cards;5;33,9;18,306;15,594
1440;Providence;Rhode Island;OFF-BI-10004364;Office Supplies;Storex Dura Pro Binders;5;29,7;16,335;13,365
1441;Providence;Rhode Island;OFF-PA-10001712;Office Supplies;Xerox 1948;4;39,96;21,978;17,982
1443;Richmond;Kentucky;OFF-PA-10002713;Office Supplies;Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”;2;13,76;7,4304;6,3296
1452;Mobile;Alabama;OFF-PA-10001685;Office Supplies;Easy-staple paper;7;70,98;36,1998;34,7802
1453;Mobile;Alabama;OFF-BI-10000666;Office Supplies;Surelock Post Binders;3;91,68;45,84;45,84
1454;Mobile;Alabama;OFF-BI-10004352;Office Supplies;Wilson Jones DublLock D-Ring Binders;5;33,75;16,875;16,875
