Row;Product ID;Volume per Unit;Quantity;Category;Product Name;Sales;Profit;Order Date
812;OFF-PA-10001934;4;4;Office Supplies;Xerox 1993;6221;3048;8.4.2018
813;OFF-LA-10001613;3;3;Office Supplies;Avery File Folder Labels;2074;1016;9.4.2018
814;OFF-AR-10004344;1;3;Office Supplies;Bulldog Vacuum Base Pencil Sharpener;8633;2331;9.4.2018
815;OFF-LA-10004055;3;2;Office Supplies;Color-Coded Legal Exhibit Labels;2357;1155;9.4.2018
816;OFF-PA-10001281;2;4;Office Supplies;Computer Printout Paper with Letter-Trim Fine Perforations;45984;22072;9.4.2018
817;OFF-BI-10002867;5;8;Office Supplies;GBC Recycled Regency Composition Covers;114778;52798;9.4.2018
818;OFF-AP-10000179;5;3;Office Supplies;Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room;88834;34645;9.4.2018
819;TEC-PH-10002555;7;2;Technology;Nortel Meridian M5316 Digital phone;124296;32317;9.4.2018
820;OFF-ST-10001097;1;3;Office Supplies;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;120434;0;9.4.2018
821;OFF-ST-10001505;4;3;Office Supplies;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";4306;732;9.4.2018
822;OFF-BI-10000831;5;2;Office Supplies;Storex Flexible Poly Binders with Double Pockets;1267;583;9.4.2018
823;OFF-PA-10004621;2;2;Office Supplies;Xerox 212;3110;1493;9.4.2018
824;OFF-AP-10004980;3;3;Office Supplies;3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;27302;10648;10.4.2018
825;OFF-AR-10002804;4;3;Office Supplies;Faber Castell Col-Erase Pencils;3521;1444;10.4.2018
826;OFF-ST-10001932;3;3;Office Supplies;Fellowes Staxonsteel Drawer Files;139082;19472;10.4.2018
827;TEC-AC-10004571;7;1;Technology;Logitech G700s Rechargeable Gaming Mouse;23998;10079;10.4.2018
828;OFF-FA-10000624;2;2;Office Supplies;OIC Binder Clips;1718;859;10.4.2018
829;OFF-ST-10003692;1;5;Office Supplies;Recycled Steel Personal File for Hanging File Folders;68676;17169;10.4.2018
830;OFF-ST-10000636;4;9;Office Supplies;Rogers Profile Extra Capacity Storage Tub;36158;1446;10.4.2018
831;OFF-ST-10001476;4;4;Office Supplies;Steel Personal Filing/Posting Tote;34090;9204;10.4.2018
832;OFF-PA-10004569;5;1;Office Supplies;"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page";1826;858;10.4.2018
833;OFF-PA-10002787;4;2;Office Supplies;Xerox 227;3110;1493;10.4.2018
834;OFF-AR-10001221;4;7;Office Supplies;Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color;10046;3416;11.4.2018
835;OFF-PA-10003127;3;2;Office Supplies;Easy-staple paper;12662;5825;11.4.2018
836;OFF-ST-10000876;1;7;Office Supplies;Eldon Simplefile Box Office;20899;5852;11.4.2018
837;OFF-AP-10004487;3;5;Office Supplies;Kensington 4 Outlet MasterPiece Compact Power Control Center;97584;27324;11.4.2018
838;TEC-AC-10002473;10;3;Technology;Maxell 4.7GB DVD-R;20434;8378;11.4.2018
839;TEC-AC-10003399;8;6;Technology;Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive;52186;21918;11.4.2018
840;TEC-PH-10004531;10;1;Technology;OtterBox Commuter Series Case - iPhone 5 & 5s;5278;2533;11.4.2018
841;TEC-AC-10001767;9;5;Technology;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;47988;5279;11.4.2018
842;OFF-EN-10002500;1;5;Office Supplies;Globe Weis Peel & Seel First Class Envelopes;15336;6901;12.4.2018
843;FUR-TA-10004086;11;4;Furniture;KI Adjustable-Height Table;82541;18159;12.4.2018
844;OFF-AR-10002987;4;2;Office Supplies;Prismacolor Color Pencil Set;9523;3905;12.4.2018
845;OFF-ST-10000419;4;3;Office Supplies;Rogers Jumbo File, Granite;9778;98;12.4.2018
846;OFF-BI-10004364;1;5;Office Supplies;Storex Dura Pro Binders;7128;3208;12.4.2018
847;OFF-PA-10000100;4;1;Office Supplies;Xerox 1945;9838;4820;12.4.2018
848;OFF-PA-10001712;3;4;Office Supplies;Xerox 1948;9590;4316;12.4.2018
849;OFF-PA-10000809;4;3;Office Supplies;Xerox 206;4666;2239;12.4.2018
850;OFF-PA-10000289;4;5;Office Supplies;Xerox 213;7776;3732;12.4.2018
851;OFF-AP-10004980;3;2;Office Supplies;3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;18202;7099;13.4.2018
852;OFF-LA-10002368;2;3;Office Supplies;Avery 479;1879;864;13.4.2018
853;OFF-BI-10002071;1;3;Office Supplies;Fellowes Black Plastic Comb Bindings;4183;1924;13.4.2018
854;FUR-FU-10004973;10;2;Furniture;Flat Face Poster Frame;9043;3798;13.4.2018
855;OFF-SU-10004498;1;1;Office Supplies;Martin-Yale Premier Letter Opener;3091;93;13.4.2018
856;TEC-AC-10002800;7;4;Technology;Plantronics Audio 478 Stereo USB Headset;47990;16797;13.4.2018
857;OFF-EN-10001509;1;3;Office Supplies;Poly String Tie Envelopes;1469;690;13.4.2018
858;OFF-PA-10002479;5;1;Office Supplies;Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright);1267;570;13.4.2018
859;OFF-BI-10003460;3;2;Office Supplies;Acco 3-Hole Punch;2102;1009;14.4.2018
860;OFF-ST-10001558;5;5;Office Supplies;Acco Perma 4000 Stacking Storage Drawers;19488;2923;14.4.2018
861;OFF-BI-10002414;3;2;Office Supplies;GBC ProClick Spines for 32-Hole Punch;6014;2827;14.4.2018
862;FUR-FU-10004018;12;5;Furniture;Tensor Computer Mounted Lamp;17868;4824;14.4.2018
863;OFF-AP-10000240;4;2;Office Supplies;Belkin F9G930V10-GRY 9 Outlet Surge;25670;7444;15.4.2018
864;OFF-AR-10002804;4;1;Office Supplies;Faber Castell Col-Erase Pencils;1174;481;15.4.2018
865;FUR-FU-10004460;10;5;Furniture;"Howard Miller 12"" Round Wall Clock";47148;16973;15.4.2018
866;FUR-FU-10004091;15;4;Furniture;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";45062;18476;15.4.2018
867;OFF-PA-10002254;5;3;Office Supplies;Xerox 1883;18994;8737;15.4.2018
868;OFF-PA-10004327;3;3;Office Supplies;Xerox 1911;34488;16554;15.4.2018
869;TEC-MA-10001047;9;7;Technology;3D Systems Cube Printer, 2nd Generation, Magenta;2183983;567836;16.4.2018
870;OFF-ST-10004804;4;4;Office Supplies;"Belkin 19"" Vented Equipment Shelf, Black";49421;494;16.4.2018
871;OFF-BI-10001036;1;1;Office Supplies;Cardinal EasyOpen D-Ring Binders;2194;1097;16.4.2018
872;OFF-SU-10000157;5;4;Office Supplies;Compact Automatic Electric Letter Opener;114538;2291;16.4.2018
873;OFF-AP-10000027;1;3;Office Supplies;Hoover Commercial SteamVac;9778;2933;16.4.2018
874;TEC-PH-10002033;6;2;Technology;Konftel 250 Conference phone - Charcoal black;136714;35546;16.4.2018
875;OFF-AR-10003056;4;3;Office Supplies;Newell 341;3082;894;16.4.2018
876;FUR-BO-10001519;11;9;Furniture;O'Sullivan 3-Shelf Heavy-Duty Bookcases;125582;30140;16.4.2018
877;TEC-AC-10004227;6;2;Technology;SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card;6235;374;16.4.2018
878;FUR-FU-10000550;13;2;Furniture;Stacking Trays by OIC;2390;789;16.4.2018
879;OFF-SU-10003567;4;3;Office Supplies;Stiletto Hand Letter Openers;6912;207;16.4.2018
880;FUR-FU-10001468;11;7;Furniture;Tenex Antistatic Computer Chair Mats;287246;28725;16.4.2018
881;OFF-BI-10002432;5;5;Office Supplies;Wilson Jones Standard D-Ring Binders;6072;2854;16.4.2018
882;OFF-FA-10000134;4;5;Office Supplies;Advantus Push Pins, Aluminum Head;6972;2161;17.4.2018
883;OFF-LA-10003190;1;8;Office Supplies;Avery 474;5530;2710;17.4.2018
884;OFF-LA-10001404;4;2;Office Supplies;Avery 517;1771;832;17.4.2018
885;OFF-AR-10000614;1;3;Office Supplies;Barrel Sharpener;2570;668;17.4.2018
886;TEC-AC-10003198;9;1;Technology;Enermax Acrylux Wireless Keyboard;23904;8844;17.4.2018
887;OFF-AP-10002651;5;5;Office Supplies;Hoover Upright Vacuum With Dirt Cup;347436;100756;17.4.2018
888;TEC-AC-10001383;6;11;Technology;Logitech Wireless Touch Keyboard K400;65974;11216;17.4.2018
889;TEC-AC-10003174;9;3;Technology;Plantronics S12 Corded Telephone Headset System;77609;31044;17.4.2018
890;OFF-AR-10003251;2;2;Office Supplies;Prang Drawing Pencil Set;1334;534;17.4.2018
891;OFF-PA-10004911;5;3;Office Supplies;Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk;6754;3242;17.4.2018
892;OFF-FA-10001561;4;5;Office Supplies;Stockwell Push Pins;2616;863;17.4.2018
893;OFF-PA-10001184;1;2;Office Supplies;Xerox 1903;2870;1406;17.4.2018
894;OFF-SU-10004290;1;1;Office Supplies;"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut";1642;443;18.4.2018
895;OFF-FA-10000134;4;2;Office Supplies;Advantus Push Pins, Aluminum Head;2789;865;18.4.2018
896;OFF-ST-10000532;1;3;Office Supplies;Advantus Rolling Drawer Organizers;27706;7203;18.4.2018
897;OFF-AR-10001573;3;3;Office Supplies;American Pencil;1678;487;18.4.2018
898;OFF-LA-10002762;2;6;Office Supplies;Avery 485;18043;8480;18.4.2018
899;OFF-LA-10004093;3;3;Office Supplies;Avery 486;5263;2474;18.4.2018
900;OFF-AR-10000657;5;5;Office Supplies;Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box;2580;851;18.4.2018
901;OFF-BI-10004410;5;6;Office Supplies;C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack;9173;4311;18.4.2018
902;OFF-AP-10001271;2;4;Office Supplies;Eureka The Boss Cordless Rechargeable Stick Vac;48941;13214;18.4.2018
903;FUR-CH-10003061;15;1;Furniture;Global Leather Task Chair, Black;21598;4104;18.4.2018
904;FUR-FU-10001706;15;2;Furniture;Longer-Life Soft White Bulbs;1478;710;18.4.2018
905;TEC-AC-10003116;9;6;Technology;Memorex Froggy Flash Drive 8 GB;25560;9968;18.4.2018
906;OFF-AR-10002375;1;4;Office Supplies;Newell 351;3149;913;18.4.2018
907;TEC-PH-10004924;7;4;Technology;"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black";7094;1915;18.4.2018
908;OFF-ST-10002756;1;7;Office Supplies;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";227321;2273;18.4.2018
909;OFF-PA-10000483;2;2;Office Supplies;Xerox 19;14870;6692;18.4.2018
910;OFF-SU-10002522;4;2;Office Supplies;Acme Kleen Earth Office Shears;1862;540;19.4.2018
911;OFF-PA-10002377;4;4;Office Supplies;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";5453;2454;19.4.2018
912;OFF-AR-10004582;4;2;Office Supplies;BIC Brite Liner Grip Highlighters;787;354;19.4.2018
913;FUR-FU-10004017;14;3;Furniture;"Executive Impressions 13"" Chairman Wall Clock";18274;6396;19.4.2018
914;OFF-SU-10001218;5;5;Office Supplies;Fiskars Softgrip Scissors;13176;3689;19.4.2018
915;OFF-BI-10003638;3;3;Office Supplies;GBC Durable Plastic Covers;13932;6409;19.4.2018
916;TEC-PH-10004774;6;2;Technology;Gear Head AU3700S Headset;6235;187;19.4.2018
917;OFF-AR-10000823;5;3;Office Supplies;Newell 307;1310;367;19.4.2018
918;OFF-AR-10004022;2;2;Office Supplies;Panasonic KP-380BK Classic Electric Pencil Sharpener;17270;4318;19.4.2018
919;OFF-AR-10004456;4;5;Office Supplies;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;17568;5095;19.4.2018
920;OFF-ST-10000991;1;4;Office Supplies;Space Solutions HD Industrial Steel Shelving.;110371;3311;19.4.2018
921;OFF-PA-10001569;2;11;Office Supplies;Xerox 232;17107;8211;19.4.2018
922;OFF-BI-10001036;1;4;Office Supplies;Cardinal EasyOpen D-Ring Binders;8774;4387;20.4.2018
923;FUR-FU-10000409;10;4;Furniture;GE 4 Foot Flourescent Tube, 40 Watt;14381;6615;20.4.2018
924;FUR-FU-10002937;10;6;Furniture;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";142891;71446;20.4.2018
925;OFF-BI-10001989;3;7;Office Supplies;Premium Transparent Presentation Covers by GBC;35246;16918;20.4.2018
926;TEC-PH-10001557;7;3;Technology;Pyle PMP37LED;69113;18660;20.4.2018
927;OFF-EN-10003296;4;2;Office Supplies;Tyvek Side-Opening Peel & Seel Expanding Envelopes;43430;19544;20.4.2018
928;OFF-PA-10001166;5;2;Office Supplies;Xerox 2;3110;1493;20.4.2018
929;OFF-AR-10004817;4;3;Office Supplies;Colorific Watercolor Pencils;3715;1077;21.4.2018
930;FUR-FU-10004622;15;3;Furniture;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;39024;8195;21.4.2018
931;FUR-CH-10001891;14;2;Furniture;Global Deluxe Office Fabric Chairs;46070;12439;21.4.2018
932;FUR-CH-10004218;11;9;Furniture;Global Fabric Manager's Chair, Dark Gray;218117;54529;21.4.2018
933;TEC-PH-10002103;10;5;Technology;Jabra SPEAK 410;112788;31581;21.4.2018
934;OFF-ST-10002574;3;6;Office Supplies;SAFCO Commercial Wire Shelving, Black;198922;0;21.4.2018
935;FUR-FU-10003394;15;3;Furniture;"Tenex ""The Solids"" Textured Chair Mats";50371;8563;21.4.2018
936;TEC-AC-10000521;10;1;Technology;Verbatim Slim CD and DVD Storage Cases, 50/Pack;2770;831;21.4.2018
937;OFF-BI-10002215;1;3;Office Supplies;"Wilson Jones Hanging View Binder, White, 1""";5112;2352;21.4.2018
938;OFF-PA-10003797;2;8;Office Supplies;Xerox 209;12442;5972;21.4.2018
939;OFF-AR-10000614;1;9;Office Supplies;Barrel Sharpener;7711;2005;22.4.2018
940;OFF-AR-10004691;5;3;Office Supplies;Boston 1730 StandUp Electric Pencil Sharpener;15394;4002;22.4.2018
941;FUR-FU-10003975;13;2;Furniture;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;20789;2079;22.4.2018
942;FUR-FU-10000794;15;2;Furniture;Eldon Stackable Tray, Side-Load, Legal, Smoke;4387;1492;22.4.2018
943;OFF-AR-10003190;2;1;Office Supplies;Newell 32;691;194;22.4.2018
944;OFF-EN-10004773;2;8;Office Supplies;Staple envelope;59482;29146;22.4.2018
945;OFF-ST-10003716;4;3;Office Supplies;Tennsco Double-Tier Lockers;162014;21062;22.4.2018
946;FUR-FU-10001889;10;3;Furniture;Ultra Door Pull Handle;7574;2500;22.4.2018
947;OFF-SU-10002573;5;7;Office Supplies;"Acme 10"" Easy Grip Assistive Scissors";29450;8835;23.4.2018
948;FUR-FU-10002445;13;7;Furniture;DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;15926;6371;23.4.2018
949;FUR-FU-10004864;14;2;Furniture;Eldon 500 Class Desk Accessories;5794;1912;23.4.2018
950;OFF-SU-10001218;5;5;Office Supplies;Fiskars Softgrip Scissors;13176;3689;23.4.2018
951;TEC-AC-10001908;10;1;Technology;Logitech Wireless Headset h800;23998;8399;23.4.2018
952;OFF-EN-10004386;2;3;Office Supplies;Recycled Interoffice Envelopes with String and Button Closure, 10 x 13;17273;8636;23.4.2018
953;TEC-AC-10003590;7;6;Technology;TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem;37282;13421;23.4.2018
954;OFF-AP-10000026;3;2;Office Supplies;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;29266;8487;23.4.2018
955;OFF-PA-10001878;1;1;Office Supplies;Xerox 1891;11738;5517;23.4.2018
956;OFF-AR-10001044;4;1;Office Supplies;BOSTON Ranger #55 Pencil Sharpener, Black;6238;1809;24.4.2018
957;OFF-FA-10002676;2;1;Office Supplies;Colored Push Pins;434;156;24.4.2018
958;TEC-AC-10004855;7;2;Technology;V7 USB Numeric Keypad;16795;1176;24.4.2018
959;OFF-AP-10001205;2;5;Office Supplies;Belkin 5 Outlet SurgeMaster Power Centers;65376;18305;25.4.2018
960;OFF-AP-10002311;4;3;Office Supplies;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;49543;21799;25.4.2018
961;OFF-AP-10001391;3;3;Office Supplies;Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;64973;18842;25.4.2018
962;OFF-EN-10003862;1;2;Office Supplies;Laser & Ink Jet Business Envelopes;5122;2356;25.4.2018
963;OFF-AR-10000658;5;5;Office Supplies;Newell 324;13860;3881;25.4.2018
964;TEC-AC-10000158;6;3;Technology;Sony 64GB Class 10 Micro SDHC R40 Memory Card;25913;5442;25.4.2018
965;OFF-PA-10004675;3;3;Office Supplies;"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""";4572;2103;25.4.2018
966;FUR-FU-10003708;12;5;Furniture;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";72780;15284;25.4.2018
967;OFF-LA-10002034;1;8;Office Supplies;Avery 478;9427;4619;26.4.2018
968;OFF-LA-10000305;5;2;Office Supplies;Avery 495;3024;1391;26.4.2018
969;OFF-AR-10000588;4;3;Office Supplies;Newell 345;14285;3714;26.4.2018
970;OFF-AR-10003504;4;5;Office Supplies;Newell 347;5136;1489;26.4.2018
971;OFF-PA-10003673;4;3;Office Supplies;Strathmore Photo Mount Cards;4882;2246;26.4.2018
972;OFF-AR-10001725;5;2;Office Supplies;Boston Home & Office Model 2000 Electric Pencil Sharpeners;11352;2952;27.4.2018
973;OFF-AR-10003373;4;4;Office Supplies;Boston School Pro Electric Pencil Sharpener, 1670;29741;8030;27.4.2018
974;TEC-MA-10004212;6;8;Technology;Cisco SPA525G2 5-Line IP Phone;331181;155655;27.4.2018
975;FUR-CH-10000309;12;3;Furniture;Global Comet Stacking Arm Chair;304207;76052;27.4.2018
976;FUR-FU-10000397;15;7;Furniture;Luxo Economy Swing Arm Lamp;33499;9380;27.4.2018
977;OFF-AR-10000390;4;3;Office Supplies;Newell Chalk Holder;2974;1368;27.4.2018
978;OFF-AR-10001166;3;3;Office Supplies;Staples in misc. colors;5458;2128;27.4.2018
979;OFF-BI-10001628;3;2;Office Supplies;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";5006;2253;28.4.2018
980;OFF-LA-10000452;2;1;Office Supplies;Avery 488;756;363;28.4.2018
981;OFF-AR-10004752;5;2;Office Supplies;Blackstonian Pencils;1282;359;28.4.2018
982;OFF-BI-10003527;4;3;Office Supplies;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;915113;457556;28.4.2018
983;TEC-AC-10000736;6;2;Technology;Logitech G600 MMO Gaming Mouse;38395;13822;28.4.2018
984;OFF-ST-10000877;3;9;Office Supplies;Recycled Steel Personal File for Standard File Folders;119426;31051;28.4.2018
985;OFF-BI-10000136;5;3;Office Supplies;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;4306;2067;29.4.2018
986;OFF-LA-10004055;3;1;Office Supplies;Color-Coded Legal Exhibit Labels;1178;577;29.4.2018
987;FUR-FU-10001424;11;2;Furniture;Dax Clear Box Frame;4190;1425;29.4.2018
988;FUR-CH-10002304;14;2;Furniture;Global Stack Chair without Arms, Black;12470;3118;29.4.2018
989;TEC-PH-10000376;8;2;Technology;Square Credit Card Reader;4795;1247;29.4.2018
990;OFF-EN-10001219;5;4;Office Supplies;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";7334;3594;30.4.2018
991;OFF-EN-10002986;4;4;Office Supplies;"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes";15110;6800;30.4.2018
992;OFF-LA-10003388;2;2;Office Supplies;Avery 5;1382;677;30.4.2018
993;FUR-FU-10002445;13;1;Furniture;DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;2275;910;30.4.2018
994;OFF-ST-10000585;5;5;Office Supplies;Economy Rollaway Files;198240;51542;30.4.2018
995;FUR-FU-10002960;15;5;Furniture;Eldon 200 Class Desk Accessories, Burgundy;7536;3165;30.4.2018
996;FUR-FU-10001025;13;5;Furniture;Eldon Imàge Series Desk Accessories, Clear;5832;2508;30.4.2018
997;OFF-AR-10002804;4;2;Office Supplies;Faber Castell Col-Erase Pencils;2347;962;30.4.2018
998;OFF-AR-10004010;1;5;Office Supplies;Hunt Boston Vacuum Mount KS Pencil Sharpener;41988;10917;30.4.2018
999;TEC-PH-10001300;8;10;Technology;iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4;50280;14078;30.4.2018
1000;TEC-AC-10002550;8;3;Technology;Maxell 4.7GB DVD-RW 3/Pack;11470;3900;30.4.2018
1001;OFF-AR-10000658;5;3;Office Supplies;Newell 324;8316;2328;30.4.2018
1002;FUR-FU-10000222;11;2;Furniture;"Seth Thomas 16"" Steel Case Clock";15590;5145;30.4.2018
1003;OFF-PA-10002689;5;1;Office Supplies;Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright);1555;746;30.4.2018
1004;OFF-PA-10000675;3;4;Office Supplies;Xerox 1919;39350;19282;30.4.2018
1005;OFF-SU-10002573;5;2;Office Supplies;"Acme 10"" Easy Grip Assistive Scissors";8414;2524;1.5.2018
1006;OFF-AR-10000716;5;2;Office Supplies;DIXON Ticonderoga Erasable Checking Pencils;2678;1045;1.5.2018
1007;OFF-ST-10000876;1;3;Office Supplies;Eldon Simplefile Box Office;8957;2508;1.5.2018
1008;TEC-AC-10002331;9;5;Technology;Maxell 74 Minute CDR, 10/Pack;11736;4342;1.5.2018
1009;OFF-PA-10001497;4;2;Office Supplies;Xerox 1914;26381;12927;1.5.2018
1010;OFF-PA-10003936;2;3;Office Supplies;Xerox 1994;4666;2239;1.5.2018
1011;OFF-PA-10003016;5;5;Office Supplies;"Adams ""While You Were Out"" Message Pads";3768;1696;2.5.2018
1012;OFF-PA-10002713;1;5;Office Supplies;Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”;8256;3798;2.5.2018
1013;FUR-FU-10000732;14;2;Furniture;Eldon 200 Class Desk Accessories;3014;965;2.5.2018
1014;FUR-FU-10003975;13;3;Furniture;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;31183;3118;2.5.2018
1015;FUR-FU-10002253;11;5;Furniture;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";51528;20096;2.5.2018
1016;TEC-AC-10001714;9;4;Technology;Logitech MX Performance Wireless Mouse;38294;14169;2.5.2018
1017;OFF-AR-10001615;1;3;Office Supplies;Newell 34;14285;3714;2.5.2018
1018;OFF-PA-10000533;5;2;Office Supplies;Southworth Parchment Paper & Envelopes;3139;1444;2.5.2018
1019;OFF-ST-10001580;5;3;Office Supplies;Super Decoflex Portable Personal File;10786;3020;2.5.2018
1020;OFF-LA-10002195;1;7;Office Supplies;Avery 481;5174;2484;3.5.2018
1021;OFF-ST-10000025;2;8;Office Supplies;Fellowes Stor/Drawer Steel Plus Storage Drawers;183226;10994;3.5.2018
1022;TEC-AC-10000844;9;4;Technology;Logitech Gaming G510s - Keyboard;81590;29373;3.5.2018
1023;OFF-ST-10000464;5;2;Office Supplies;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;16685;4672;3.5.2018
1024;OFF-AR-10001246;4;3;Office Supplies;Newell 317;2117;614;3.5.2018
1025;OFF-AR-10003651;2;7;Office Supplies;Newell 350;5510;1598;3.5.2018
1026;FUR-FU-10002298;15;6;Furniture;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";159811;25570;3.5.2018
1027;OFF-PA-10001166;5;4;Office Supplies;Xerox 2;6221;2986;3.5.2018
1028;OFF-AP-10002684;5;2;Office Supplies;Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection;58358;17508;4.5.2018
1029;OFF-PA-10000726;4;1;Office Supplies;"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""";2186;984;4.5.2018
1030;FUR-FU-10001473;15;2;Furniture;DAX Wood Document Frame;6590;2373;4.5.2018
1031;FUR-FU-10001852;13;7;Furniture;Eldon Regeneration Recycled Desk Accessories, Smoke;2923;935;4.5.2018
1032;FUR-FU-10002671;15;2;Furniture;Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp;6432;3087;4.5.2018
1033;OFF-BI-10001294;1;4;Office Supplies;Fellowes Binding Cases;11232;5054;4.5.2018
1034;OFF-AP-10000696;1;4;Office Supplies;Holmes Odor Grabber;13843;4568;4.5.2018
1035;OFF-ST-10003306;5;4;Office Supplies;Letter Size Cart;137146;39772;4.5.2018
1036;OFF-AR-10001897;2;7;Office Supplies;Model L Table or Wall-Mount Pencil Sharpener;30223;8462;4.5.2018
1037;OFF-ST-10001291;2;1;Office Supplies;Tenex Personal Self-Stacking Standard File Box, Black/Gray;4058;1096;4.5.2018
1038;OFF-PA-10002250;3;3;Office Supplies;Things To Do Today Pad;4226;2029;4.5.2018
1039;OFF-PA-10004983;2;5;Office Supplies;Xerox 23;7776;3732;4.5.2018
1040;OFF-PA-10003016;5;3;Office Supplies;"Adams ""While You Were Out"" Message Pads";2261;1017;5.5.2018
1041;OFF-PA-10000474;2;1;Office Supplies;Easy-staple paper;8506;3998;5.5.2018
1042;FUR-TA-10003392;13;6;Furniture;Global Adaptabilities Conference Tables;404611;76876;5.5.2018
1043;OFF-BI-10004965;1;3;Office Supplies;Ibico Covers for Plastic or Wire Binding Elements;8280;3726;5.5.2018
1044;OFF-AR-10003651;2;2;Office Supplies;Newell 350;1574;457;5.5.2018
1045;OFF-EN-10003448;5;2;Office Supplies;Peel & Seel Recycled Catalog Envelopes, Brown;5558;2779;5.5.2018
1046;OFF-ST-10001505;4;1;Office Supplies;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";1435;244;5.5.2018
1047;OFF-BI-10004364;1;2;Office Supplies;Storex Dura Pro Binders;2851;1283;5.5.2018
1048;OFF-PA-10003641;5;3;Office Supplies;Xerox 1909;18994;8737;5.5.2018
1049;OFF-PA-10002947;3;1;Office Supplies;Xerox 1923;1603;770;5.5.2018
1050;OFF-PA-10001363;5;2;Office Supplies;Xerox 1933;5894;2770;5.5.2018
1051;OFF-LA-10004544;1;4;Office Supplies;Avery 505;14208;7104;6.5.2018
1052;OFF-AP-10001205;2;1;Office Supplies;Belkin 5 Outlet SurgeMaster Power Centers;13075;3661;6.5.2018
1053;OFF-AR-10003179;2;6;Office Supplies;Dixon Ticonderoga Core-Lock Colored Pencils;13118;4329;6.5.2018
1054;OFF-AP-10001271;2;3;Office Supplies;Eureka The Boss Cordless Rechargeable Stick Vac;36706;9911;6.5.2018
1055;FUR-FU-10001617;11;4;Furniture;"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock";9984;3395;6.5.2018
1056;OFF-AR-10001897;2;6;Office Supplies;Model L Table or Wall-Mount Pencil Sharpener;25906;7254;6.5.2018
1057;OFF-LA-10004425;1;2;Office Supplies;Staple-on labels;1387;652;6.5.2018
1058;OFF-BI-10001078;1;3;Office Supplies;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";3874;1898;7.5.2018
